MESE,ANNO,REGIONE,COD ISTAT REGIONE,STATO ESTERO,CODICE ISO STATO,TIPO SOGGETTO,RETTIFICHE,CAMBI DI RESIDENZA,AUTOCERTIFICAZIONI,VISURE,CERTIFICATI,TOTALE
4,2021,CALABRIA,18,AUSTRIA,AUT,AIRE,0,0,1,0,0,1
4,2021,LAZIO,12,AUSTRIA,AUT,AIRE,0,0,2,3,0,5
4,2021,SICILIA,19,AUSTRIA,AUT,AIRE,0,0,2,1,0,3
4,2021,TRENTINO ALTO ADIGE,04,AUSTRIA,AUT,AIRE,0,0,1,0,0,1
4,2021,LAZIO,12,BELGIO,BEL,AIRE,0,0,2,5,0,7
4,2021,LOMBARDIA,03,BELGIO,BEL,AIRE,0,0,0,1,0,1
4,2021,CALABRIA,18,BRASILE,BRA,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,BRASILE,BRA,AIRE,0,0,1,0,0,1
4,2021,MOLISE,14,BRASILE,BRA,AIRE,0,0,2,3,0,5
4,2021,TOSCANA,09,BRASILE,BRA,AIRE,0,0,2,1,0,3
4,2021,UMBRIA,10,BRASILE,BRA,AIRE,0,0,0,6,0,6
4,2021,VENETO,05,BRASILE,BRA,AIRE,0,0,4,0,0,4
4,2021,SICILIA,19,BULGARIA,BGR,AIRE,0,0,0,1,0,1
4,2021,LOMBARDIA,03,CANADA,CAN,AIRE,0,0,1,5,0,6
4,2021,LAZIO,12,COLOMBIA,COL,AIRE,0,0,0,1,0,1
4,2021,CAMPANIA,15,DANIMARCA,DNK,AIRE,0,0,1,3,0,4
4,2021,LOMBARDIA,03,EGITTO,EGY,AIRE,0,0,3,36,0,39
4,2021,CAMPANIA,15,FINLANDIA,FIN,AIRE,0,0,0,1,0,1
4,2021,ABRUZZO,13,FRANCIA,FRA,AIRE,0,0,2,1,0,3
4,2021,LAZIO,12,FRANCIA,FRA,AIRE,0,0,2,7,0,9
4,2021,LIGURIA,07,FRANCIA,FRA,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,FRANCIA,FRA,AIRE,0,0,1,0,0,1
4,2021,PUGLIA,16,FRANCIA,FRA,AIRE,0,0,2,0,0,2
4,2021,TOSCANA,09,FRANCIA,FRA,AIRE,0,0,1,0,0,1
4,2021,ABRUZZO,13,GERMANIA,DEU,AIRE,0,0,1,0,0,1
4,2021,CAMPANIA,15,GERMANIA,DEU,AIRE,0,0,1,0,0,1
4,2021,LAZIO,12,GERMANIA,DEU,AIRE,0,0,1,1,0,2
4,2021,LOMBARDIA,03,GERMANIA,DEU,AIRE,0,0,1,1,0,2
4,2021,SICILIA,19,GERMANIA,DEU,AIRE,0,0,3,0,0,3
4,2021,TOSCANA,09,GERMANIA,DEU,AIRE,0,0,0,2,0,2
4,2021,VENETO,05,GERMANIA,DEU,AIRE,0,0,0,1,0,1
4,2021,SICILIA,19,IRLANDA,IRL,AIRE,0,0,1,0,0,1
4,2021,LAZIO,12,ISRAELE,ISR,AIRE,0,0,2,1,0,3
4,2021,VENETO,05,LETTONIA,LVA,AIRE,0,0,1,1,0,2
4,2021,LAZIO,12,MAROCCO,MAR,AIRE,0,0,11,2,0,13
4,2021,LOMBARDIA,03,NEPAL,NPL,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,NORVEGIA,NOR,AIRE,0,0,1,0,0,1
4,2021,LAZIO,12,NUOVA ZELANDA,NZL,AIRE,0,0,1,1,0,2
4,2021,LAZIO,12,PAESI BASSI,NLD,AIRE,0,0,3,3,0,6
4,2021,LOMBARDIA,03,PAESI BASSI,NLD,AIRE,0,0,4,0,0,4
4,2021,TRENTINO ALTO ADIGE,04,PAESI BASSI,NLD,AIRE,0,0,0,1,0,1
4,2021,EMILIA ROMAGNA,08,PERU',PER,AIRE,0,0,1,0,0,1
4,2021,EMILIA ROMAGNA,08,POLONIA,POL,AIRE,0,0,1,0,0,1
4,2021,ABRUZZO,13,PORTOGALLO,PRT,AIRE,0,0,4,6,0,10
4,2021,LAZIO,12,PORTOGALLO,PRT,AIRE,0,0,8,4,0,12
4,2021,LIGURIA,07,PORTOGALLO,PRT,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,PORTOGALLO,PRT,AIRE,2,0,1,0,0,3
4,2021,PUGLIA,16,PORTOGALLO,PRT,AIRE,0,0,0,70,0,70
4,2021,SARDEGNA,20,PORTOGALLO,PRT,AIRE,0,0,1,3,0,4
4,2021,TOSCANA,09,PORTOGALLO,PRT,AIRE,0,0,7,2,0,9
4,2021,VENETO,05,QATAR,QAT,AIRE,0,0,2,0,0,2
4,2021,ABRUZZO,13,REGNO UNITO,GBR,AIRE,0,0,2,0,0,2
4,2021,CALABRIA,18,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
4,2021,CAMPANIA,15,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
4,2021,EMILIA ROMAGNA,08,REGNO UNITO,GBR,AIRE,0,0,0,3,0,3
4,2021,FRIULI VENEZIA GIULIA,06,REGNO UNITO,GBR,AIRE,0,0,0,6,0,6
4,2021,LIGURIA,07,REGNO UNITO,GBR,AIRE,0,0,3,0,0,3
4,2021,LOMBARDIA,03,REGNO UNITO,GBR,AIRE,0,0,1,3,0,4
4,2021,PIEMONTE,01,REGNO UNITO,GBR,AIRE,0,0,0,1,0,1
4,2021,SICILIA,19,REGNO UNITO,GBR,AIRE,0,0,1,2,0,3
4,2021,VENETO,05,REGNO UNITO,GBR,AIRE,0,0,1,1,0,2
4,2021,LAZIO,12,REPUBBLICA CECA,CZE,AIRE,0,0,1,0,0,1
4,2021,PUGLIA,16,REPUBBLICA CECA,CZE,AIRE,0,0,2,0,0,2
4,2021,SICILIA,19,ROMANIA,ROU,AIRE,0,0,2,0,0,2
4,2021,VENETO,05,RUANDA,RWA,AIRE,0,0,1,0,0,1
4,2021,PUGLIA,16,SAN MARINO,SMR,AIRE,0,0,1,1,0,2
4,2021,MARCHE,11,SLOVENIA,SVN,AIRE,0,0,1,0,0,1
4,2021,EMILIA ROMAGNA,08,SPAGNA,ESP,AIRE,0,0,2,0,0,2
4,2021,LAZIO,12,SPAGNA,ESP,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,SPAGNA,ESP,AIRE,0,0,2,4,0,6
4,2021,PUGLIA,16,SPAGNA,ESP,AIRE,0,0,1,0,0,1
4,2021,SARDEGNA,20,SPAGNA,ESP,AIRE,0,0,0,2,0,2
4,2021,EMILIA ROMAGNA,08,STATI UNITI D'AMERICA,USA,AIRE,0,0,2,2,0,4
4,2021,SICILIA,19,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,2,0,3
4,2021,CAMPANIA,15,SVEZIA,SWE,AIRE,0,0,0,5,0,5
4,2021,LAZIO,12,SVEZIA,SWE,AIRE,0,0,0,1,0,1
4,2021,TOSCANA,09,SVEZIA,SWE,AIRE,0,0,1,2,0,3
4,2021,CAMPANIA,15,SVIZZERA,CHE,AIRE,0,0,3,0,0,3
4,2021,EMILIA ROMAGNA,08,SVIZZERA,CHE,AIRE,0,0,1,3,0,4
4,2021,LAZIO,12,SVIZZERA,CHE,AIRE,0,0,1,0,0,1
4,2021,LOMBARDIA,03,SVIZZERA,CHE,AIRE,0,0,4,1,0,5
4,2021,MOLISE,14,SVIZZERA,CHE,AIRE,0,0,1,0,0,1
4,2021,PIEMONTE,01,SVIZZERA,CHE,AIRE,0,0,1,10,0,11
4,2021,TOSCANA,09,SVIZZERA,CHE,AIRE,0,0,2,2,0,4
4,2021,TRENTINO ALTO ADIGE,04,SVIZZERA,CHE,AIRE,0,0,5,0,0,5
4,2021,VENETO,05,SVIZZERA,CHE,AIRE,0,0,1,2,0,3
4,2021,LOMBARDIA,03,THAILANDIA,THA,AIRE,0,0,1,0,0,1
4,2021,PUGLIA,16,TUNISIA,TUN,AIRE,0,0,1,0,0,1
4,2021,SICILIA,19,TUNISIA,TUN,AIRE,0,0,1,1,0,2
4,2021,LAZIO,12,UNGHERIA,HUN,AIRE,0,0,1,2,0,3
4,2021,PIEMONTE,01,URUGUAY,URY,AIRE,0,0,5,0,0,5
4,2021,LAZIO,12,VENEZUELA,VEN,AIRE,0,0,4,3,0,7
4,2021,ABRUZZO,13,,,Residenti,0,0,326,243,0,569
4,2021,BASILICATA,17,,,Residenti,0,0,206,126,0,332
4,2021,CALABRIA,18,,,Residenti,0,0,498,322,0,820
4,2021,CAMPANIA,15,,,Residenti,0,0,1227,881,0,2108
4,2021,EMILIA ROMAGNA,08,,,Residenti,0,0,985,636,0,1621
4,2021,FRIULI VENEZIA GIULIA,06,,,Residenti,0,0,397,186,0,583
4,2021,LAZIO,12,,,Residenti,1,0,1811,1573,0,3385
4,2021,LIGURIA,07,,,Residenti,0,0,272,225,0,497
4,2021,LOMBARDIA,03,,,Residenti,36,0,1897,1229,0,3162
4,2021,MARCHE,11,,,Residenti,0,0,302,210,0,512
4,2021,MOLISE,14,,,Residenti,0,0,73,37,0,110
4,2021,PIEMONTE,01,,,Residenti,12,0,692,460,0,1164
4,2021,PUGLIA,16,,,Residenti,11,0,853,664,0,1528
4,2021,SARDEGNA,20,,,Residenti,0,0,431,302,0,733
4,2021,SICILIA,19,,,Residenti,0,0,2052,1130,0,3182
4,2021,TOSCANA,09,,,Residenti,23,0,719,594,0,1336
4,2021,TRENTINO ALTO ADIGE,04,,,Residenti,0,0,359,192,0,551
4,2021,UMBRIA,10,,,Residenti,0,0,232,155,0,387
4,2021,VALLE D'AOSTA,02,,,Residenti,0,0,27,25,0,52
4,2021,VENETO,05,,,Residenti,0,0,972,664,0,1636
5,2021,LOMBARDIA,03,AUSTRALIA,AUS,AIRE,0,0,3,0,0,3
5,2021,CALABRIA,18,AUSTRIA,AUT,AIRE,0,0,1,0,0,1
5,2021,EMILIA ROMAGNA,08,AUSTRIA,AUT,AIRE,0,0,2,0,0,2
5,2021,LOMBARDIA,03,BELGIO,BEL,AIRE,0,0,0,3,0,3
5,2021,PUGLIA,16,BELGIO,BEL,AIRE,0,0,1,0,0,1
5,2021,SICILIA,19,BELGIO,BEL,AIRE,0,0,3,0,0,3
5,2021,TRENTINO ALTO ADIGE,04,BOLIVIA,BOL,AIRE,0,0,1,2,0,3
5,2021,ABRUZZO,13,BRASILE,BRA,AIRE,0,0,12,0,0,12
5,2021,LAZIO,12,BRASILE,BRA,AIRE,0,0,5,0,0,5
5,2021,LOMBARDIA,03,BRASILE,BRA,AIRE,0,0,1,4,0,5
5,2021,MOLISE,14,BRASILE,BRA,AIRE,0,0,0,1,0,1
5,2021,PIEMONTE,01,BRASILE,BRA,AIRE,0,0,1,0,0,1
5,2021,PUGLIA,16,BRASILE,BRA,AIRE,0,0,1,0,0,1
5,2021,VENETO,05,BRASILE,BRA,AIRE,0,0,5,0,0,5
5,2021,EMILIA ROMAGNA,08,CANADA,CAN,AIRE,0,0,2,0,0,2
5,2021,LOMBARDIA,03,CANADA,CAN,AIRE,0,0,0,2,0,2
5,2021,LAZIO,12,CILE,CHL,AIRE,0,0,1,0,0,1
5,2021,LOMBARDIA,03,EGITTO,EGY,AIRE,0,0,2,0,0,2
5,2021,SICILIA,19,EMIRATI ARABI UNITI,ARE,AIRE,0,0,1,0,0,1
5,2021,MARCHE,11,ESTONIA,EST,AIRE,0,0,1,0,0,1
5,2021,LOMBARDIA,03,FILIPPINE,PHL,AIRE,0,0,2,0,0,2
5,2021,VENETO,05,FINLANDIA,FIN,AIRE,0,0,0,1,0,1
5,2021,CAMPANIA,15,FRANCIA,FRA,AIRE,0,0,0,1,0,1
5,2021,LOMBARDIA,03,FRANCIA,FRA,AIRE,2,0,4,3,0,9
5,2021,PIEMONTE,01,FRANCIA,FRA,AIRE,0,0,4,7,0,11
5,2021,SICILIA,19,FRANCIA,FRA,AIRE,0,0,3,10,0,13
5,2021,TOSCANA,09,FRANCIA,FRA,AIRE,0,0,2,0,0,2
5,2021,VENETO,05,FRANCIA,FRA,AIRE,0,0,1,0,0,1
5,2021,CALABRIA,18,GERMANIA,DEU,AIRE,0,0,1,0,0,1
5,2021,CAMPANIA,15,GERMANIA,DEU,AIRE,0,0,1,1,0,2
5,2021,LAZIO,12,GERMANIA,DEU,AIRE,0,0,4,0,0,4
5,2021,LOMBARDIA,03,GERMANIA,DEU,AIRE,0,0,0,4,0,4
5,2021,SARDEGNA,20,GERMANIA,DEU,AIRE,0,0,1,0,0,1
5,2021,SICILIA,19,GERMANIA,DEU,AIRE,0,0,1,1,0,2
5,2021,LOMBARDIA,03,IRLANDA,IRL,AIRE,0,0,0,2,0,2
5,2021,TRENTINO ALTO ADIGE,04,IRLANDA,IRL,AIRE,0,0,2,3,0,5
5,2021,LAZIO,12,LIBIA,LBY,AIRE,0,0,0,2,0,2
5,2021,SICILIA,19,LITUANIA,LTU,AIRE,0,0,5,0,0,5
5,2021,LAZIO,12,LUSSEMBURGO,LUX,AIRE,0,0,0,3,0,3
5,2021,CAMPANIA,15,MADAGASCAR,MDG,AIRE,0,0,13,0,0,13
5,2021,PIEMONTE,01,MALTA,MLT,AIRE,0,0,1,0,0,1
5,2021,SARDEGNA,20,MALTA,MLT,AIRE,0,0,1,0,0,1
5,2021,SICILIA,19,MALTA,MLT,AIRE,0,0,1,0,0,1
5,2021,LAZIO,12,MAROCCO,MAR,AIRE,0,0,1,0,0,1
5,2021,LOMBARDIA,03,MONACO,MCO,AIRE,0,0,1,0,0,1
5,2021,LAZIO,12,MYANMAR,MMR,AIRE,0,0,4,0,0,4
5,2021,SICILIA,19,NORVEGIA,NOR,AIRE,0,0,2,1,0,3
5,2021,ABRUZZO,13,PAESI BASSI,NLD,AIRE,0,0,0,1,0,1
5,2021,LOMBARDIA,03,PAESI BASSI,NLD,AIRE,0,0,1,2,0,3
5,2021,PIEMONTE,01,PAESI BASSI,NLD,AIRE,0,0,0,3,0,3
5,2021,TOSCANA,09,PAESI BASSI,NLD,AIRE,0,0,1,0,0,1
5,2021,TRENTINO ALTO ADIGE,04,PAESI BASSI,NLD,AIRE,0,0,1,0,0,1
5,2021,LAZIO,12,PANAMA,PAN,AIRE,0,0,1,0,0,1
5,2021,PUGLIA,16,PORTOGALLO,PRT,AIRE,0,0,3,0,0,3
5,2021,CAMPANIA,15,REGNO UNITO,GBR,AIRE,0,0,1,11,0,12
5,2021,LAZIO,12,REGNO UNITO,GBR,AIRE,0,0,3,3,0,6
5,2021,MARCHE,11,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
5,2021,PIEMONTE,01,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
5,2021,SARDEGNA,20,REGNO UNITO,GBR,AIRE,0,0,0,2,0,2
5,2021,SICILIA,19,REGNO UNITO,GBR,AIRE,0,0,4,3,0,7
5,2021,TOSCANA,09,REGNO UNITO,GBR,AIRE,0,0,0,2,0,2
5,2021,VENETO,05,REPUBBLICA DI COREA,KOR,AIRE,0,0,2,0,0,2
5,2021,CAMPANIA,15,REPUBBLICA DOMINICANA,DOM,AIRE,0,0,1,0,0,1
5,2021,CAMPANIA,15,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,1,0,0,1
5,2021,PUGLIA,16,ROMANIA,ROU,AIRE,0,0,2,1,0,3
5,2021,SICILIA,19,ROMANIA,ROU,AIRE,0,0,0,1,0,1
5,2021,VENETO,05,SLOVENIA,SVN,AIRE,0,0,1,0,0,1
5,2021,ABRUZZO,13,SPAGNA,ESP,AIRE,0,0,2,0,0,2
5,2021,LAZIO,12,SPAGNA,ESP,AIRE,0,0,1,3,0,4
5,2021,LOMBARDIA,03,SPAGNA,ESP,AIRE,0,0,2,1,0,3
5,2021,PIEMONTE,01,SPAGNA,ESP,AIRE,0,0,3,3,0,6
5,2021,SICILIA,19,STATI UNITI D'AMERICA,USA,AIRE,0,0,0,3,0,3
5,2021,TRENTINO ALTO ADIGE,04,STATI UNITI D'AMERICA,USA,AIRE,0,0,4,0,0,4
5,2021,VENETO,05,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,3,0,4
5,2021,LAZIO,12,SUD AFRICA,ZAF,AIRE,0,0,0,1,0,1
5,2021,CALABRIA,18,SVIZZERA,CHE,AIRE,0,0,0,2,0,2
5,2021,CAMPANIA,15,SVIZZERA,CHE,AIRE,0,0,0,1,0,1
5,2021,LOMBARDIA,03,SVIZZERA,CHE,AIRE,0,0,3,2,0,5
5,2021,SICILIA,19,SVIZZERA,CHE,AIRE,0,0,3,2,0,5
5,2021,VALLE D'AOSTA,02,SVIZZERA,CHE,AIRE,0,0,1,4,0,5
5,2021,LAZIO,12,TUNISIA,TUN,AIRE,0,0,1,0,0,1
5,2021,LAZIO,12,TURCHIA,TUR,AIRE,0,0,1,0,0,1
5,2021,LOMBARDIA,03,TURCHIA,TUR,AIRE,0,0,0,2,0,2
5,2021,CAMPANIA,15,UNGHERIA,HUN,AIRE,0,0,2,0,0,2
5,2021,FRIULI VENEZIA GIULIA,06,VENEZUELA,VEN,AIRE,0,0,0,2,0,2
5,2021,ABRUZZO,13,,,Residenti,0,0,263,162,0,425
5,2021,BASILICATA,17,,,Residenti,0,0,115,77,0,192
5,2021,CALABRIA,18,,,Residenti,0,0,281,212,0,493
5,2021,CAMPANIA,15,,,Residenti,0,0,902,595,0,1497
5,2021,EMILIA ROMAGNA,08,,,Residenti,0,0,990,563,0,1553
5,2021,FRIULI VENEZIA GIULIA,06,,,Residenti,0,0,281,136,0,417
5,2021,LAZIO,12,,,Residenti,0,0,1150,947,0,2097
5,2021,LIGURIA,07,,,Residenti,0,0,128,121,0,249
5,2021,LOMBARDIA,03,,,Residenti,34,0,1920,1301,0,3255
5,2021,MARCHE,11,,,Residenti,0,0,269,134,0,403
5,2021,MOLISE,14,,,Residenti,0,0,19,11,0,30
5,2021,PIEMONTE,01,,,Residenti,8,0,633,461,0,1102
5,2021,PUGLIA,16,,,Residenti,4,0,460,380,0,844
5,2021,SARDEGNA,20,,,Residenti,0,0,277,210,0,487
5,2021,SICILIA,19,,,Residenti,0,0,2409,1329,0,3738
5,2021,TOSCANA,09,,,Residenti,16,0,510,346,0,872
5,2021,TRENTINO ALTO ADIGE,04,,,Residenti,0,0,442,211,0,653
5,2021,UMBRIA,10,,,Residenti,0,0,253,142,0,395
5,2021,VALLE D'AOSTA,02,,,Residenti,0,0,22,6,0,28
5,2021,VENETO,05,,,Residenti,0,0,825,491,0,1316
6,2021,PIEMONTE,01,ARGENTINA,ARG,AIRE,0,0,0,2,0,2
6,2021,LAZIO,12,AUSTRALIA,AUS,AIRE,0,0,1,0,0,1
6,2021,CAMPANIA,15,AUSTRIA,AUT,AIRE,2,0,0,0,0,2
6,2021,LOMBARDIA,03,AUSTRIA,AUT,AIRE,0,0,1,1,0,2
6,2021,PIEMONTE,01,AUSTRIA,AUT,AIRE,0,0,1,0,0,1
6,2021,ABRUZZO,13,BELGIO,BEL,AIRE,0,0,1,0,0,1
6,2021,CAMPANIA,15,BELGIO,BEL,AIRE,2,0,2,0,0,4
6,2021,EMILIA ROMAGNA,08,BELGIO,BEL,AIRE,0,0,0,2,0,2
6,2021,PIEMONTE,01,BELGIO,BEL,AIRE,0,0,1,0,0,1
6,2021,TOSCANA,09,BELGIO,BEL,AIRE,0,0,1,2,0,3
6,2021,TRENTINO ALTO ADIGE,04,BELGIO,BEL,AIRE,0,0,1,0,0,1
6,2021,EMILIA ROMAGNA,08,BRASILE,BRA,AIRE,0,0,1,0,0,1
6,2021,LOMBARDIA,03,BRASILE,BRA,AIRE,1,0,1,0,0,2
6,2021,PIEMONTE,01,BRASILE,BRA,AIRE,1,0,0,2,0,3
6,2021,TOSCANA,09,BRASILE,BRA,AIRE,1,0,0,5,0,6
6,2021,VENETO,05,BRASILE,BRA,AIRE,7,0,4,24,0,35
6,2021,LOMBARDIA,03,BULGARIA,BGR,AIRE,0,0,1,0,0,1
6,2021,VENETO,05,BULGARIA,BGR,AIRE,0,0,0,2,0,2
6,2021,LAZIO,12,CILE,CHL,AIRE,0,0,1,5,0,6
6,2021,CALABRIA,18,COLOMBIA,COL,AIRE,0,0,3,4,0,7
6,2021,LOMBARDIA,03,EGITTO,EGY,AIRE,1,0,0,0,0,1
6,2021,PIEMONTE,01,EMIRATI ARABI UNITI,ARE,AIRE,0,0,1,2,0,3
6,2021,SICILIA,19,EMIRATI ARABI UNITI,ARE,AIRE,0,0,1,0,0,1
6,2021,TRENTINO ALTO ADIGE,04,EMIRATI ARABI UNITI,ARE,AIRE,0,0,1,0,0,1
6,2021,LIGURIA,07,ESTONIA,EST,AIRE,1,0,0,0,0,1
6,2021,LAZIO,12,FRANCIA,FRA,AIRE,0,0,0,2,0,2
6,2021,LIGURIA,07,FRANCIA,FRA,AIRE,0,0,2,5,0,7
6,2021,LOMBARDIA,03,FRANCIA,FRA,AIRE,0,0,1,1,0,2
6,2021,PIEMONTE,01,FRANCIA,FRA,AIRE,0,0,2,8,0,10
6,2021,SICILIA,19,FRANCIA,FRA,AIRE,0,0,2,0,0,2
6,2021,TRENTINO ALTO ADIGE,04,FRANCIA,FRA,AIRE,0,0,0,2,0,2
6,2021,CALABRIA,18,GERMANIA,DEU,AIRE,4,0,2,9,0,15
6,2021,CAMPANIA,15,GERMANIA,DEU,AIRE,0,0,0,2,0,2
6,2021,LAZIO,12,GERMANIA,DEU,AIRE,0,0,1,2,0,3
6,2021,LOMBARDIA,03,GERMANIA,DEU,AIRE,0,0,3,2,0,5
6,2021,PUGLIA,16,GERMANIA,DEU,AIRE,0,0,1,0,0,1
6,2021,SICILIA,19,GERMANIA,DEU,AIRE,0,0,3,0,0,3
6,2021,TOSCANA,09,GERMANIA,DEU,AIRE,0,0,2,5,0,7
6,2021,VENETO,05,GERMANIA,DEU,AIRE,0,0,0,1,0,1
6,2021,MARCHE,11,GRECIA,GRC,AIRE,0,0,1,0,0,1
6,2021,SICILIA,19,IRLANDA,IRL,AIRE,1,0,2,0,0,3
6,2021,TRENTINO ALTO ADIGE,04,IRLANDA,IRL,AIRE,0,0,2,0,0,2
6,2021,SICILIA,19,MALTA,MLT,AIRE,0,0,1,2,0,3
6,2021,LAZIO,12,MAROCCO,MAR,AIRE,0,0,1,1,0,2
6,2021,PIEMONTE,01,NORVEGIA,NOR,AIRE,0,0,1,0,0,1
6,2021,ABRUZZO,13,PAESI BASSI,NLD,AIRE,0,0,3,0,0,3
6,2021,SARDEGNA,20,PAESI BASSI,NLD,AIRE,0,0,1,0,0,1
6,2021,SICILIA,19,PAESI BASSI,NLD,AIRE,1,0,1,2,0,4
6,2021,EMILIA ROMAGNA,08,PORTOGALLO,PRT,AIRE,0,0,1,1,0,2
6,2021,PUGLIA,16,PORTOGALLO,PRT,AIRE,1,0,1,1,0,3
6,2021,CAMPANIA,15,REGNO UNITO,GBR,AIRE,0,0,1,1,0,2
6,2021,LAZIO,12,REGNO UNITO,GBR,AIRE,0,0,0,3,0,3
6,2021,LOMBARDIA,03,REGNO UNITO,GBR,AIRE,0,0,2,6,0,8
6,2021,MARCHE,11,REGNO UNITO,GBR,AIRE,1,0,2,0,0,3
6,2021,PIEMONTE,01,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
6,2021,PUGLIA,16,REGNO UNITO,GBR,AIRE,0,0,2,0,0,2
6,2021,SICILIA,19,REGNO UNITO,GBR,AIRE,0,0,7,5,0,12
6,2021,TOSCANA,09,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
6,2021,VENETO,05,REGNO UNITO,GBR,AIRE,0,0,1,0,0,1
6,2021,CALABRIA,18,REPUBBLICA CECA,CZE,AIRE,0,0,1,0,0,1
6,2021,CAMPANIA,15,REPUBBLICA DOMINICANA,DOM,AIRE,0,0,1,0,0,1
6,2021,PIEMONTE,01,REPUBBLICA DOMINICANA,DOM,AIRE,0,0,1,0,0,1
6,2021,PIEMONTE,01,REPUBBLICA POPOLARE CINESE,CHN,AIRE,0,0,1,0,0,1
6,2021,FRIULI VENEZIA GIULIA,06,SLOVENIA,SVN,AIRE,0,0,1,2,0,3
6,2021,CAMPANIA,15,SPAGNA,ESP,AIRE,0,0,4,4,0,8
6,2021,LAZIO,12,SPAGNA,ESP,AIRE,1,0,3,8,0,12
6,2021,LOMBARDIA,03,SPAGNA,ESP,AIRE,1,0,3,4,0,8
6,2021,SICILIA,19,SPAGNA,ESP,AIRE,0,0,2,4,0,6
6,2021,LAZIO,12,STATI UNITI D'AMERICA,USA,AIRE,0,0,3,0,0,3
6,2021,PIEMONTE,01,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,0,0,1
6,2021,PUGLIA,16,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,0,0,1
6,2021,SICILIA,19,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,1,0,2
6,2021,TRENTINO ALTO ADIGE,04,STATI UNITI D'AMERICA,USA,AIRE,0,0,1,0,0,1
6,2021,TOSCANA,09,SVEZIA,SWE,AIRE,0,0,1,0,0,1
6,2021,ABRUZZO,13,SVIZZERA,CHE,AIRE,0,0,2,0,0,2
6,2021,CALABRIA,18,SVIZZERA,CHE,AIRE,1,0,0,2,0,3
6,2021,CAMPANIA,15,SVIZZERA,CHE,AIRE,0,0,1,0,0,1
6,2021,LAZIO,12,SVIZZERA,CHE,AIRE,0,0,0,1,0,1
6,2021,LOMBARDIA,03,SVIZZERA,CHE,AIRE,2,0,0,5,0,7
6,2021,SICILIA,19,SVIZZERA,CHE,AIRE,0,0,3,0,0,3
6,2021,VENETO,05,SVIZZERA,CHE,AIRE,0,0,0,1,0,1
6,2021,LOMBARDIA,03,THAILANDIA,THA,AIRE,0,0,1,3,0,4
6,2021,TOSCANA,09,TUNISIA,TUN,AIRE,0,0,1,0,0,1
6,2021,LAZIO,12,TURCHIA,TUR,AIRE,0,0,2,0,0,2
6,2021,ABRUZZO,13,,,Residenti,9,0,174,116,0,299
6,2021,BASILICATA,17,,,Residenti,2,0,119,89,0,210
6,2021,CALABRIA,18,,,Residenti,31,0,337,269,0,637
6,2021,CAMPANIA,15,,,Residenti,30,0,838,610,0,1478
6,2021,EMILIA ROMAGNA,08,,,Residenti,43,0,1064,610,0,1717
6,2021,FRIULI VENEZIA GIULIA,06,,,Residenti,4,0,210,136,0,350
6,2021,LAZIO,12,,,Residenti,43,0,1279,1305,0,2627
6,2021,LIGURIA,07,,,Residenti,6,0,134,134,0,274
6,2021,LOMBARDIA,03,,,Residenti,114,0,1890,1205,0,3209
6,2021,MARCHE,11,,,Residenti,14,0,256,172,0,442
6,2021,MOLISE,14,,,Residenti,0,0,45,31,0,76
6,2021,PIEMONTE,01,,,Residenti,37,0,613,372,0,1022
6,2021,PUGLIA,16,,,Residenti,30,0,488,383,0,901
6,2021,SARDEGNA,20,,,Residenti,17,0,294,284,0,595
6,2021,SICILIA,19,,,Residenti,45,0,1847,1075,0,2967
6,2021,TOSCANA,09,,,Residenti,18,0,471,390,0,879
6,2021,TRENTINO ALTO ADIGE,04,,,Residenti,7,0,434,183,0,624
6,2021,UMBRIA,10,,,Residenti,13,0,265,171,0,449
6,2021,VALLE D'AOSTA,02,,,Residenti,0,0,19,20,0,39
6,2021,VENETO,05,,,Residenti,21,0,882,494,0,1397
7,2021,TOSCANA,09,ARGENTINA,ARG,AIRE,0,0,0,4,0,4
7,2021,LAZIO,12,AUSTRIA,AUT,AIRE,0,0,2,0,0,2
7,2021,LOMBARDIA,03,AUSTRIA,AUT,AIRE,0,0,0,1,0,1
7,2021,CAMPANIA,15,BELGIO,BEL,AIRE,1,0,0,0,0,1
7,2021,LAZIO,12,BELGIO,BEL,AIRE,0,0,2,8,0,10
7,2021,LOMBARDIA,03,BELGIO,BEL,AIRE,0,0,0,1,0,1
7,2021,MARCHE,11,BELGIO,BEL,AIRE,0,0,1,0,0,1
