MESE,ANNO,ATTIVITA,STATO,IDSOGGETTO,REGIONE,STATO_ESTERO,TIPO_SCHEDA,NUMERO,DATA_INS,DATA_AGG
3,2022,"AUTOCERTIFICAZIONE",,246633,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"AUTOCERTIFICAZIONE",,245373,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"AUTOCERTIFICAZIONE",,246633,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"AUTOCERTIFICAZIONE",,265473,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"AUTOCERTIFICAZIONE",,267985,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,268584,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268624,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"AUTOCERTIFICAZIONE",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268583,"EMILIA ROMAGNA","BURKINA FASO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"AUTOCERTIFICAZIONE",,246633,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268622,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,266446,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"AUTOCERTIFICAZIONE",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"AUTOCERTIFICAZIONE",,248725,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"AUTOCERTIFICAZIONE",,267985,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268582,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"AUTOCERTIFICAZIONE",,248725,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"AUTOCERTIFICAZIONE",,266446,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",11,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,266044,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"AUTOCERTIFICAZIONE",,247446,"LAZIO","ISOLE FALKLAND","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"AUTOCERTIFICAZIONE",,265473,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"AUTOCERTIFICAZIONE",,248725,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"AUTOCERTIFICAZIONE",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268625,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"AUTOCERTIFICAZIONE",,270562,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"AUTOCERTIFICAZIONE",,270562,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,268582,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,268583,"EMILIA ROMAGNA","BURKINA FASO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,267987,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"AUTOCERTIFICAZIONE",,246633,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,265473,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,267985,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"AUTOCERTIFICAZIONE",,246731,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,268883,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268623,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"AUTOCERTIFICAZIONE",,270563,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"AUTOCERTIFICAZIONE",,266443,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268584,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"AUTOCERTIFICAZIONE",,265473,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,246633,"EMILIA ROMAGNA",,"APR",27,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,268689,"EMILIA ROMAGNA",,"APR",18,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"AUTOCERTIFICAZIONE",,267902,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"AUTOCERTIFICAZIONE",,267985,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"AUTOCERTIFICAZIONE",,270562,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"AUTOCERTIFICAZIONE",,270927,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"AUTOCERTIFICAZIONE",,268882,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"AUTOCERTIFICAZIONE",,267985,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"AUTOCERTIFICAZIONE",,267983,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"AUTOCERTIFICAZIONE",,263681,"SICILIA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",29,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,245373,"EMILIA ROMAGNA",,"APR",8,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,265097,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,267902,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",16,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",10,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",17,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,248463,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268624,"EMILIA ROMAGNA",,"APR",100,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",20,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",20,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2022,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270602,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268584,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268583,"EMILIA ROMAGNA","BURKINA FASO","AIRE",17,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,266044,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,265097,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,262702,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,267985,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270362,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270228,"EMILIA ROMAGNA","SOMALIA","AIRE",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,267362,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,268582,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,252567,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,270565,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
